Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-25,111.006,111.943,110.49,111.409,1313800,0.0,0.0
2021-08-26,107.662,110.927,106.454,108.468,1991900,0.0,0.0
2021-08-27,107.444,108.643,106.726,108.161,1187300,0.0,0.0
2021-08-30,107.855,109.037,106.866,107.032,935800,0.0,0.0
2021-08-31,107.023,108.459,106.629,108.249,1147400,0.0,0.0
2021-09-01,108.538,108.538,105.999,107.093,1249100,0.0,0.0
2021-09-02,107.093,108.039,106.314,106.778,769700,0.0,0.0
2021-09-03,106.717,106.717,105.325,105.57,737000,0.0,0.0
2021-09-07,105.387,105.649,103.767,104.721,1225600,0.0,0.0
2021-09-08,104.879,106.945,104.52,106.665,977200,0.0,0.0
2021-09-09,106.411,106.454,105.413,105.719,623900,0.0,0.0
2021-09-10,105.535,106.498,105.15,105.964,688600,0.0,0.0
2021-09-13,106.419,108.363,106.341,107.417,1158500,0.0,0.0
2021-09-14,107.636,107.96,106.358,107.19,839300,0.0,0.0
2021-09-15,107.216,107.461,106.358,106.621,866800,0.0,0.0
2021-09-16,106.883,107.855,106.131,107.391,796100,0.0,0.0
2021-09-17,106.778,108.354,106.577,107.662,1779300,0.0,0.0
2021-09-20,107.006,108.205,106.358,107.023,967200,0.0,0.0
2021-09-21,107.172,107.19,105.212,105.457,720200,0.0,0.0
2021-09-22,106.122,106.594,105.01,105.535,720200,0.0,0.0
2021-09-23,105.868,106.113,104.791,104.835,749000,0.0,0.0
2021-09-24,104.835,105.369,104.24,104.257,557500,0.0,0.0
2021-09-27,104.389,106.052,104.24,104.975,497900,0.0,0.0
2021-09-28,105.229,105.964,104.38,105.141,1369600,0.0,0.0
2021-09-29,105.168,107.907,105.115,106.927,905900,0.0,0.0
2021-09-30,107.015,107.216,105.054,105.063,779600,0.0,0.0
2021-10-01,105.544,105.921,104.432,104.765,659100,0.0,0.0
2021-10-04,104.8,106.323,104.783,105.885,970200,0.0,0.0
2021-10-05,105.85,106.708,105.395,106.192,897300,0.0,0.0
2021-10-06,106.052,107.925,105.176,107.82,920300,0.0,0.0
2021-10-07,107.732,108.223,106.314,106.647,573500,0.0,0.0
2021-10-08,106.446,107.163,106.271,106.463,448900,0.0,0.0
2021-10-11,106.857,107.417,105.947,106.402,395600,0.0,0.0
2021-10-12,106.63,107.409,106.306,106.787,450000,0.0,0.0
2021-10-13,106.848,107.33,105.317,105.991,646100,0.0,0.0
2021-10-14,106.244,106.813,105.877,106.787,700500,0.0,0.0
2021-10-15,106.901,107.207,106.358,106.857,532500,0.0,0.0
2021-10-18,106.402,107.093,105.763,106.332,470200,0.0,0.0
2021-10-19,106.139,106.393,104.905,105.859,364200,0.0,0.0
2021-10-20,106.096,107.303,105.85,106.577,491100,0.0,0.0
2021-10-21,106.752,106.945,105.991,106.612,399100,0.0,0.0
2021-10-22,106.945,107.89,106.805,107.636,489500,0.0,0.0
2021-10-25,107.89,108.196,106.962,107.785,561100,0.0,0.0
2021-10-26,107.601,109.527,107.338,109.15,681500,0.0,0.0
2021-10-27,110.026,110.026,107.26,107.662,702900,0.0,0.0
2021-10-28,107.549,109.133,107.26,109.089,642200,0.0,0.0
2021-10-29,109.133,110.026,107.347,107.54,1415500,0.0,0.0
2021-11-01,107.4,108.24,107.05,108.205,633600,0.0,0.0
2021-11-02,108.047,108.949,107.321,108.284,645400,0.0,0.0
2021-11-03,108.004,110.157,107.942,109.737,1334300,0.0,0.0
2021-11-04,109.448,109.606,108.599,109.247,427100,0.0,0.0
2021-11-05,109.571,110.481,109.404,110.096,417900,0.0,0.0
2021-11-08,110.052,110.096,108.441,109.483,585600,0.0,0.0
2021-11-09,111.129,113.396,110.813,112.547,840100,0.0,0.0
2021-11-10,112.873,113.349,111.691,112.564,496000,0.99,0.0
2021-11-11,111.991,112.106,110.844,111.215,627300,0.0,0.0
2021-11-12,111.241,112.864,110.853,112.114,688600,0.0,0.0
2021-11-15,112.114,113.879,111.806,113.72,621500,0.0,0.0
2021-11-16,113.914,114.196,112.441,112.476,536900,0.0,0.0
2021-11-17,112.026,113.102,111.859,112.732,597500,0.0,0.0
2021-11-18,111.859,112.044,109.909,111.012,645500,0.0,0.0
2021-11-19,111.382,111.964,109.494,109.653,811800,0.0,0.0
2021-11-22,109.503,112.802,109.459,111.532,821600,0.0,0.0
2021-11-23,115.784,118.801,115.308,117.874,2006600,0.0,0.0
2021-11-24,118.201,118.201,115.537,116.701,1068800,0.0,0.0
2021-11-26,116.648,118.448,115.21,115.51,579600,0.0,0.0
2021-11-29,115.749,116.084,113.94,114.117,743900,0.0,0.0
2021-11-30,113.27,113.931,111.215,111.559,1724500,0.0,0.0
2021-12-01,112.414,113.367,111.541,111.629,858700,0.0,0.0
2021-12-02,112.458,113.879,112.123,112.776,1008200,0.0,0.0
2021-12-03,113.755,114.47,113.332,113.579,1494700,0.0,0.0
2021-12-06,114.619,116.604,114.231,115.537,875900,0.0,0.0
2021-12-07,115.069,116.172,114.24,114.866,563100,0.0,0.0
2021-12-08,114.822,115.846,112.979,114.567,664200,0.0,0.0
2021-12-09,114.443,115.828,114.267,115.175,589100,0.0,0.0
2021-12-10,115.607,117.442,115.581,117.213,616900,0.0,0.0
2021-12-13,117.151,119.171,116.295,118.748,574300,0.0,0.0
2021-12-14,119.136,120.027,118.183,119.242,884400,0.0,0.0
2021-12-15,119.392,120.071,118.263,118.845,750600,0.0,0.0
2021-12-16,118.995,122.841,118.765,122.532,837000,0.0,0.0
2021-12-17,122.241,123.379,120.106,120.327,1345000,0.0,0.0
2021-12-20,118.845,119.603,118.245,119.118,882800,0.0,0.0
2021-12-21,118.113,118.201,115.387,116.34,757200,0.0,0.0
2021-12-22,116.437,117.513,115.89,117.442,677000,0.0,0.0
2021-12-23,117.698,118.077,117.283,117.31,355500,0.0,0.0
2021-12-27,117.142,118.13,117.072,118.068,380800,0.0,0.0
2021-12-28,117.707,119.321,117.504,119.259,558700,0.0,0.0
2021-12-29,119.303,119.612,118.748,119.171,415100,0.0,0.0
2021-12-30,119.647,119.789,119.03,119.383,326700,0.0,0.0
2021-12-31,119.489,120.027,118.721,119.806,445200,0.0,0.0
2022-01-03,119.409,120.794,117.874,120.671,735200,0.0,0.0
2022-01-04,120.671,123.211,120.441,122.232,774400,0.0,0.0
2022-01-05,122.452,125.319,122.452,124.384,909200,0.0,0.0
2022-01-06,124.331,125.893,124.084,124.693,753800,0.0,0.0
2022-01-07,125.319,126.731,124.587,126.448,747700,0.0,0.0
2022-01-10,126.784,127.807,125.804,126.387,862500,0.0,0.0
2022-01-11,126.784,126.784,123.026,125.355,536500,0.0,0.0
2022-01-12,124.384,126.06,123.696,124.226,678600,0.0,0.0
2022-01-13,124.464,127.128,124.19,126.14,566400,0.0,0.0
2022-01-14,125.919,128.336,125.566,128.036,675300,0.0,0.0
2022-01-18,127.436,128.627,126.016,128.213,779200,0.0,0.0
2022-01-19,128.151,128.574,126.263,126.492,911500,0.0,0.0
2022-01-20,126.642,126.642,124.375,124.499,815800,0.0,0.0
2022-01-21,126.087,126.784,125.011,126.334,658000,0.0,0.0
2022-01-24,126.457,127.93,122.453,125.275,881900,0.0,0.0
2022-01-25,124.887,125.037,122.188,122.964,1121800,0.0,0.0
2022-01-26,122.108,123.793,120.538,121.182,919200,0.0,0.0
2022-01-27,121.835,124.049,121.438,122.602,599500,0.0,0.0
2022-01-28,122.17,124.049,121.112,123.952,599900,0.0,0.0
2022-01-31,123.088,124.878,122.611,124.005,1712100,0.0,0.0
2022-02-01,124.031,124.305,120.609,122.17,875700,0.0,0.0
2022-02-02,121.817,124.137,121.817,123.123,806000,0.0,0.0
2022-02-03,123.661,124.931,122.682,123.829,514500,0.0,0.0
2022-02-04,123.043,123.229,119.921,120.732,587400,0.0,0.0
2022-02-07,121.147,121.606,119.833,120.935,493600,0.0,0.0
2022-02-08,121.023,121.606,119.85,120.397,659000,0.0,0.0
2022-02-09,120.265,121.094,120.177,120.45,527700,0.0,0.0
2022-02-10,120.219,121.054,118.398,118.7,624900,0.99,0.0
2022-02-11,118.948,121.952,118.94,121.445,661400,0.0,0.0
2022-02-14,121.516,122.84,119.473,122.112,963400,0.0,0.0
2022-02-15,122.067,122.716,120.308,120.921,621200,0.0,0.0
2022-02-16,120.832,122.156,118.957,120.592,954700,0.0,0.0
2022-02-17,120.592,123.596,119.881,122.911,1082300,0.0,0.0
2022-02-18,122.458,123.915,121.81,123.498,604100,0.0,0.0
2022-02-22,123.933,124.386,121.845,123.187,745200,0.0,0.0
2022-02-23,123.907,124.253,121.33,121.641,797500,0.0,0.0
2022-02-24,120.761,121.276,116.141,118.86,1025000,0.0,0.0
2022-02-25,119.473,122.698,119.473,121.97,893800,0.0,0.0
2022-02-28,120.104,120.894,118.558,119.73,1245800,0.0,0.0
2022-03-01,115.954,117.163,111.129,112.24,1865300,0.0,0.0
2022-03-02,111.12,116.398,110.969,116.132,1692900,0.0,0.0
2022-03-03,115.43,120.077,115.377,118.549,1108400,0.0,0.0
2022-03-04,116.94,119.366,116.434,118.869,1451400,0.0,0.0
2022-03-07,118.424,122.209,117.331,120.681,1076600,0.0,0.0
2022-03-08,120.557,121.037,117.029,117.189,1225000,0.0,0.0
