Date,country,fuel_type,price_with_tax,price_wo_tax,tax_amount,tax_share
2026-05-18,EU,euro95,1881.8121719810783,1007.5629163086404,874.2492556724379,0.4645783828425723
2026-05-11,EU,euro95,1873.9319842203824,1000.5884064927582,873.3435777276243,0.46604870672025167
2026-05-04,EU,euro95,1861.11371909381,990.2014867969748,870.9122322968352,0.4679521854907871
2026-04-27,EU,euro95,1841.51507170504,964.7762824080606,876.7387892969795,0.4760964505629682
2026-04-20,EU,euro95,1827.4498892009933,952.7752362174804,874.6746529835129,0.4786312654329157
2026-04-13,EU,euro95,1853.723722919182,975.5332836115564,878.1904393076255,0.4737439719035805
2026-04-06,EU,euro95,1878.7340291513265,997.2862372981242,881.4477918532023,0.4691711430017454
2026-03-30,EU,euro95,1871.5085171582543,973.0660925887148,898.4424245695395,0.48006323045419913
2026-03-23,EU,euro95,1893.491226878209,961.7234554136788,931.7677714645303,0.49208982763587017
2026-03-16,EU,euro95,1837.92605357412,879.403820484558,958.5222330895621,0.5215238291146552
2026-03-09,EU,euro95,1774.0847793832666,825.3757024693483,948.7090769139182,0.5347597183285245
2026-03-02,EU,euro95,1664.6510175526491,734.1382106433114,930.5128069093378,0.558983713161313
2026-02-23,EU,euro95,1637.231143049459,712.5151680033002,924.7159750461587,0.564804779686642
2026-02-16,EU,euro95,1631.95305277991,706.3889795746946,925.5640732052153,0.5671511638331668
2026-02-09,EU,euro95,1623.450155431859,699.4679553962716,923.9822000355874,0.5691472552723962
2026-02-02,EU,euro95,1621.921312499324,698.2976291091238,923.6236833902001,0.5694626960459187
2026-01-26,EU,euro95,1615.0223080067574,692.5524803361191,922.4698276706383,0.5711808580583264
2026-01-19,EU,euro95,1611.296636295135,689.9530933032612,921.3435429918737,0.5718025608930241
2026-01-12,EU,euro95,1604.6590932164988,684.3706855394006,920.2884076770982,0.5735102312805913
2026-01-05,EU,euro95,1604.5514813278862,685.4527373888855,919.0987439390008,0.5728072639828159
2025-12-29,EU,euro95,1585.7555123171894,672.1630674265882,913.5924448906012,0.5761244011415176
2025-12-22,EU,euro95,1586.8823553435782,672.9453755780341,913.936979765544,0.5759324102936831
2025-12-15,EU,euro95,1605.3345911018723,688.3475332506298,916.9870578512425,0.5712124207214893
2025-12-08,EU,euro95,1619.5362882213838,700.1001131609506,919.4361750604331,0.5677156984671097
2025-12-01,EU,euro95,1628.9672680359574,707.7573991210597,921.2098689148977,0.5655177283123672
2025-11-24,EU,euro95,1638.7850342457016,716.2934044080375,922.491629837664,0.5629119198432683
2025-11-17,EU,euro95,1639.1871996979835,716.4111742407929,922.7760254571906,0.5629473104885214
2025-11-10,EU,euro95,1624.586991170489,704.5959097028158,919.9910814676732,0.5662922862658369
2025-11-03,EU,euro95,1619.4329725456553,700.6055088950299,918.8274636506254,0.5673760379265846
2025-10-27,EU,euro95,1614.6729296640626,696.5092691993711,918.1636604646915,0.568637551046154
2025-10-20,EU,euro95,1608.4867799579126,691.5491756101743,916.9376043477383,0.5700622571307243
2025-10-13,EU,euro95,1616.0437579654488,698.1412793978042,917.9024785676446,0.567993579408553
2025-10-06,EU,euro95,1619.859623238035,701.0488175919281,918.8108056461069,0.5672163145899276
2025-09-29,EU,euro95,1622.8401463473888,703.680428902747,919.1597174446417,0.5663895606190434
2025-09-22,EU,euro95,1622.8622566120032,703.5397429246883,919.3225136873149,0.5664821582618814
2025-09-15,EU,euro95,1621.79112029896,702.3957351296643,919.3953851692958,0.5669012326321129
2025-09-08,EU,euro95,1615.7906028753578,697.7348950590878,918.05570781627,0.5681774025560965
2025-09-01,EU,euro95,1607.3624223989696,690.9581782454217,916.4042441535479,0.5701291951231666
2025-08-25,EU,euro95,1609.5031933232642,693.092277500666,916.4109158225982,0.5693750218229854
2025-08-18,EU,euro95,1605.807753373269,689.8960432206272,915.9117101526417,0.5703744475193966
2025-08-11,EU,euro95,1611.7273805741183,694.8736262810472,916.8537542930711,0.5688640432270101
2025-08-04,EU,euro95,1616.817755398579,700.5952536614012,916.2225017371778,0.5666826076580969
2025-07-28,EU,euro95,1614.3271374462763,698.3250695030945,916.0020679431818,0.5674203491320952
2025-07-21,EU,euro95,1620.2065159572992,703.129209700248,917.0773062570512,0.5660249463416063
2025-07-14,EU,euro95,1621.5070269051853,704.4044461870662,917.102580718119,0.5655865596022144
2025-07-07,EU,euro95,1621.3017069860084,704.0410883948344,917.260618591174,0.5657556607994676
2025-06-30,EU,euro95,1632.8618023811184,713.5530285906575,919.3087737904609,0.5630046415746147
2025-06-23,EU,euro95,1639.2064379547464,719.2819358710093,919.9245020837371,0.5612011280479936
2025-06-16,EU,euro95,1615.692591011363,699.4046001051337,916.2879909062293,0.5671177772330239
2025-06-09,EU,euro95,1598.598759031333,685.4200662118882,913.1786928194448,0.5712369584052368
2025-06-02,EU,euro95,1599.3587783940682,685.8718706414988,913.4869077525693,0.5711582167134572
2025-05-26,EU,euro95,1602.3434268388887,688.2553305738998,914.088096264989,0.570469526665895
2025-05-19,EU,euro95,1603.7996009292904,689.7143311323262,914.0852697969642,0.5699498049926658
2025-05-12,EU,euro95,1598.7771743152805,683.2773760432649,915.4997982720156,0.5726250117775813
2025-05-05,EU,euro95,1602.3121122634818,686.2912741617826,916.0208381016993,0.571686896136419
2025-04-28,EU,euro95,1609.7821831163928,692.6836579316654,917.0985251847275,0.5697034883373523
2025-04-21,EU,euro95,1614.5576817184933,696.7437477802549,917.8139339382384,0.5684615324249928
2025-04-14,EU,euro95,1622.4866741129845,703.4428828070442,919.0437913059403,0.5664415036310746
2025-04-07,EU,euro95,1647.8264137629876,724.4231104978471,923.4033032651405,0.5603765636675592
2025-03-31,EU,euro95,1653.155454628982,727.0251724963452,926.1302821326367,0.5602197177158323
2025-03-24,EU,euro95,1640.2837469436672,716.3849783956174,923.8987685480498,0.563255455203739
2025-03-17,EU,euro95,1645.327319833859,720.8360525396023,924.4912672942568,0.5618889664991459
2025-03-10,EU,euro95,1660.8700714917672,733.5354219360836,927.3346495556837,0.5583426816299762
2025-03-03,EU,euro95,1689.384631633554,757.2059063577058,932.1787252758481,0.5517859626640951
2025-02-24,EU,euro95,1702.4860710430542,767.6901211334051,934.795949909649,0.5490770032185532
2025-02-17,EU,euro95,1706.384757306826,771.135837681741,935.248919625085,0.5480879477036475
2025-02-10,EU,euro95,1704.5400529140963,769.9203574475839,934.6196954665124,0.5483119589174091
2025-02-03,EU,euro95,1697.430596843302,765.1088773095815,932.3217195337205,0.549254691925285
2025-01-27,EU,euro95,1701.9593836825668,768.6539001593444,933.3054835232224,0.5483711846893836
2025-01-20,EU,euro95,1700.7525697060064,768.2300742464545,932.5224954595519,0.5482999185594343
2025-01-13,EU,euro95,1678.6335088486042,750.1958102469108,928.4376986016933,0.5530913649153355
2025-01-06,EU,euro95,1671.005017920467,743.6785124490601,927.3265054714069,0.5549513589285606
2024-12-30,EU,euro95,1652.128802712061,734.061914028993,918.0668886830681,0.5556872364769686
2024-12-23,EU,euro95,1651.0668429587922,733.1382274798566,917.9286154789356,0.5559609045470035
2024-12-16,EU,euro95,1644.9388113218267,727.8704024181437,917.068408903683,0.5575091320064073
2024-12-09,EU,euro95,1639.4117095928775,723.381203047551,916.0305065453265,0.558755620193056
2024-12-02,EU,euro95,1641.7963373736486,725.8634638259434,915.9328735477052,0.5578845881779138
2024-11-25,EU,euro95,1644.6161988952554,728.3745106151198,916.2416882801356,0.5571158115161496
2024-11-18,EU,euro95,1635.6976606393118,721.1660758121004,914.5315848272114,0.5591079615958899
2024-11-11,EU,euro95,1631.0766322029144,717.6095412043388,913.4670909985756,0.5600393463824301
2024-11-04,EU,euro95,1629.2663410422444,716.1136209137073,913.1527201285371,0.5604686582700725
2024-10-28,EU,euro95,1639.1512027081556,724.0907868387711,915.0604158693844,0.5582525970499546
2024-10-21,EU,euro95,1640.199077760917,724.6685649796648,915.5305127812521,0.5581825555170226
2024-10-14,EU,euro95,1640.039649284741,723.9449420739439,916.0947072107971,0.558580829195396
2024-10-07,EU,euro95,1618.6083967126335,706.949153128962,911.6592435836715,0.5632364477011463
2024-09-30,EU,euro95,1611.1134199308574,699.9727237067428,911.1406962241145,0.5655347941073057
2024-09-23,EU,euro95,1621.96809720484,708.7678460062996,913.2002511985404,0.5630198601145553
2024-09-16,EU,euro95,1624.5369295953376,710.7863697237912,913.7505598715464,0.562468321418311
2024-09-09,EU,euro95,1640.2052804944135,724.5674092726051,915.6378712218084,0.5582458989193133
2024-09-02,EU,euro95,1667.1299841503242,746.733508534694,920.3964756156302,0.5520844111532929
2024-08-26,EU,euro95,1679.0239373432053,756.743702095035,922.2802352481702,0.5492954654997567
2024-08-19,EU,euro95,1698.731482867957,773.5914303955807,925.1400524723764,0.5446064088424785
2024-08-12,EU,euro95,1705.6149500989648,779.805062036689,925.8098880622757,0.5428012272104894
2024-08-05,EU,euro95,1717.3960350848115,781.7665157442411,935.6295193405704,0.5447954346152695
2024-07-29,EU,euro95,1726.5292546601024,797.9679845869493,928.5612700731531,0.5378195982297194
2024-07-22,EU,euro95,1732.2573907745193,802.7548975555004,929.5024932190189,0.5365845157707331
2024-07-15,EU,euro95,1742.418832220278,810.3636379866642,932.0551942336139,0.5349202941326926
2024-07-08,EU,euro95,1747.8744499795012,814.8566283565999,933.0178216229012,0.5338013961093393
2024-07-01,EU,euro95,1738.60269567258,809.1426659291423,929.4600297434378,0.5346017419948123
2024-06-24,EU,euro95,1730.7087667750557,802.4041359692592,928.3046308057965,0.5363725247290265
2024-06-17,EU,euro95,1723.1734545706106,796.8100298736982,926.3634246969124,0.5375915130538895
2024-06-10,EU,euro95,1723.819932664299,795.2996050431982,928.5203276211007,0.5386411364822773
2024-06-03,EU,euro95,1741.8449858013737,811.4518847141123,930.3931010872614,0.5341423081108528
2024-05-27,EU,euro95,1753.729776617715,821.0332899276083,932.6964866901068,0.5318359185808702
2024-05-20,EU,euro95,1768.011903714391,832.9501204944307,935.0617832199604,0.5288775382425324
2024-05-13,EU,euro95,1779.4302971950888,842.8778876414317,936.5524095536571,0.5263214923506373
2024-05-06,EU,euro95,1791.3149889844324,853.0431522475507,938.2718367368817,0.523789418671043
2024-04-29,EU,euro95,1800.9766564164568,861.3180787402017,939.658577676255,0.5217494487385343
2024-04-22,EU,euro95,1808.1935094112991,867.0221814986234,941.1713279126758,0.5205036535160978
2024-04-15,EU,euro95,1805.6198759509348,864.8616195428767,940.7582564080581,0.5210167815153259
2024-04-08,EU,euro95,1795.9111538733798,856.1711268555438,939.740027017836,0.5232664349742616
2024-04-01,EU,euro95,1775.7356859656422,841.7146817355775,934.0210042300647,0.5259910084659618
2024-03-25,EU,euro95,1754.7302777641132,825.9110870076424,928.8191907564708,0.5293230546748058
2024-03-18,EU,euro95,1737.2664757180587,809.0055113829096,928.2609643351491,0.5343227290168447
2024-03-11,EU,euro95,1732.5254895283747,804.6439349266558,927.8815546017189,0.5355658893389819
2024-03-04,EU,euro95,1731.2900301278466,804.1947721686269,927.0952579592198,0.5354939044446289
2024-02-26,EU,euro95,1728.993904178691,803.782455492802,925.2114486858891,0.5351155064513569
2024-02-19,EU,euro95,1731.045937528698,805.7280652977946,925.3178722309034,0.5345426439415696
2024-02-12,EU,euro95,1714.405528749658,791.7965327314122,922.6089960182459,0.5381509686865736
2024-02-05,EU,euro95,1694.9570947850204,775.9292850476422,919.0278097373782,0.5422130227160369
2024-01-29,EU,euro95,1687.1374350776764,769.907149817743,917.2302852599335,0.5436606800309092
2024-01-22,EU,euro95,1666.1093925947853,752.4637684480795,913.6456241467058,0.5483707301618422
2024-01-15,EU,euro95,1663.1169803822834,749.7749287998507,913.3420515824326,0.5491748700518302
2024-01-08,EU,euro95,1666.5707919098293,752.2778629841207,914.2929289257086,0.5486073159112325
2024-01-01,EU,euro95,1661.23986712701,749.3792499601859,911.8606171668241,0.5489036443267032
2023-12-25,EU,euro95,1667.1650490392396,757.3453860085522,909.8196630306875,0.5457286089070796
2023-12-18,EU,euro95,1664.8684884545742,756.0320925155845,908.8363959389897,0.5458908029322024
2023-12-11,EU,euro95,1681.6251078280402,769.7790024729355,911.8461053551047,0.5422410150219691
2023-12-04,EU,euro95,1701.5133370509232,785.7747098504667,915.7386272004564,0.5381906842926204
2023-11-27,EU,euro95,1718.0425183378466,795.4605804262046,922.581937911642,0.5369959870400715
2023-11-20,EU,euro95,1720.2215849814584,802.0290687952933,918.1925161861651,0.5337640942321171
2023-11-13,EU,euro95,1738.5520158762586,817.573766878731,920.9782489975275,0.52973867942245
2023-11-06,EU,euro95,1757.0883447951262,833.0245280254487,924.0638167696775,0.5259062923654085
2023-10-30,EU,euro95,1755.0128433238194,831.571770707369,923.4410726164505,0.5261733987470685
2023-10-23,EU,euro95,1763.569337086049,837.9834334951933,925.5859035908558,0.5248366957435335
2023-10-16,EU,euro95,1765.4537304397263,839.6907051751667,925.7630252645596,0.524376826932744
2023-10-09,EU,euro95,1789.4129144670685,861.1326264555868,928.2802880114817,0.5187624837769468
2023-10-02,EU,euro95,1823.9590162605336,889.1606293812796,934.798386879254,0.5125106312946496
2023-09-25,EU,euro95,1839.163201542838,901.44435974368,937.7188417991579,0.5098616811235261
2023-09-18,EU,euro95,1838.0931645850096,900.7565000372308,937.3366645477788,0.5099505741099927
2023-09-11,EU,euro95,1830.315542691348,894.7251156464232,935.5904270449247,0.5111634607381447
2023-09-04,EU,euro95,1833.6932125327085,896.356537468304,937.3366750644044,0.5111742076907997
2023-08-28,EU,euro95,1827.464904583091,891.8310266094771,935.633877973614,0.511984594411166
2023-08-21,EU,euro95,1815.9794619096544,882.3933138628311,933.5861480468234,0.5140951027414591
2023-08-14,EU,euro95,1811.5945443220903,878.3841008448416,933.2104434772488,0.5151320677146672
2023-08-07,EU,euro95,1800.0128060185675,868.6615633224804,931.3512426960871,0.5174136759371922
2023-07-31,EU,euro95,1786.733838039204,856.5978135794256,930.1360244597785,0.5205789495096413
2023-07-24,EU,euro95,1746.7928577556563,834.5385967126404,912.254261043016,0.5222452433284585
2023-07-17,EU,euro95,1736.533861210336,826.0080570243882,910.5258041859478,0.5243351854661366
2023-07-10,EU,euro95,1726.2716188682898,818.493059698556,907.7785591697339,0.5258607911105297
2023-07-03,EU,euro95,1727.9076292383809,820.1230389410068,907.784590297374,0.5253663881891089
2023-06-26,EU,euro95,1721.8557586013674,815.6163103646669,906.2394482367005,0.5263155428145866
2023-06-19,EU,euro95,1721.9937478877955,815.7916591246108,906.2020887631847,0.5262516718627671
2023-06-12,EU,euro95,1725.3010886664713,818.1119658756361,907.1891227908352,0.525814959922169
2023-06-05,EU,euro95,1711.9476883475709,807.3524882004426,904.5952001471283,0.5284011925739821
2023-05-29,EU,euro95,1714.7314406419894,810.552535230727,904.1789054112623,0.5273005929562596
2023-05-22,EU,euro95,1701.2079531310558,799.2610450693627,901.9469080616931,0.5301802794900348
2023-05-15,EU,euro95,1699.4962820601795,797.8890271693572,901.6072548908223,0.5305144026545721
2023-05-08,EU,euro95,1705.745605965603,803.9879576058855,901.7576483597176,0.5286589308546059
2023-05-01,EU,euro95,1728.7492086785105,823.4777927043866,905.2714159741239,0.5236568794534002
2023-04-24,EU,euro95,1740.3455349610097,834.0223726242547,906.323162336755,0.520771964032453
2023-04-17,EU,euro95,1766.0489270539008,854.5930719713972,911.4558550825036,0.5160988696972184
2023-04-10,EU,euro95,1758.4088798071507,848.6355453852473,909.7733344219034,0.5173844063626889
2023-04-03,EU,euro95,1733.7669100532262,828.4984983575315,905.2684116956947,0.522139629293019
2023-03-27,EU,euro95,1714.7139728909874,813.3252609608658,901.3887119301216,0.5256787581956838
2023-03-20,EU,euro95,1707.856922678881,809.0080926854539,898.848829993427,0.526302184953249
2023-03-13,EU,euro95,1729.2085092861812,826.1251886896995,903.0833205964817,0.5222524153372778
2023-03-06,EU,euro95,1727.633652505333,823.647820106176,903.985832399157,0.5232508819727141
2023-02-27,EU,euro95,1719.708845012519,818.026861451123,901.6819835613961,0.5243224666643103
2023-02-20,EU,euro95,1723.769344283044,821.6642271344814,902.1051171485625,0.523332846207315
2023-02-13,EU,euro95,1720.5674787588368,819.3978189008171,901.1696598580197,0.5237630438697441
2023-02-06,EU,euro95,1724.488060056441,823.602933661891,900.8851263945501,0.5224072855367087
2023-01-30,EU,euro95,1741.2069159955208,835.728613481733,905.4783025137879,0.5200291212926225
2023-01-23,EU,euro95,1715.620815853537,814.2341929342005,901.3866229193364,0.5253996772421349
2023-01-16,EU,euro95,1692.9402261417354,796.1569136362891,896.7833125054462,0.5297194187116954
2023-01-09,EU,euro95,1687.0056881043051,791.6753248305226,895.3303632737825,0.5307216031262282
2023-01-02,EU,euro95,1666.3878418818915,775.1710427621184,891.2167991197731,0.5348195520397585
2022-12-26,EU,euro95,1625.41164307249,796.5847216863847,828.8269213861054,0.5099181643730488
2022-12-19,EU,euro95,1629.665879694775,799.9980435944877,829.6678361002872,0.509103029300508
2022-12-12,EU,euro95,1646.221520943468,813.9446557474652,832.2768651960029,0.5055679655548517
2022-12-05,EU,euro95,1685.1926815414492,862.2067716175762,822.985909923873,0.4883630928014036
2022-11-28,EU,euro95,1699.0619208491355,874.1118578173958,824.9500630317397,0.4855326653542189
2022-11-21,EU,euro95,1734.177016903636,903.4821033924584,830.6949135111777,0.4790139100069375
2022-11-14,EU,euro95,1777.041222010604,938.7437771949604,838.2974448156436,0.47173775961548364
2022-11-07,EU,euro95,1790.6652881291957,951.1783142963756,839.4869738328201,0.4688128928382128
2022-10-31,EU,euro95,1779.1717620235884,942.5904624844457,836.5812995391427,0.4702082830876512
2022-10-24,EU,euro95,1786.969625975663,950.2315539100694,836.7380720655935,0.46824414914648876
2022-10-17,EU,euro95,1807.734031428855,968.3782270311924,839.3558043976625,0.46431377061271867
2022-10-10,EU,euro95,1774.0440050790703,940.7618748314876,833.2821302475827,0.469707700520339
2022-10-03,EU,euro95,1723.0483817374827,897.9517806678625,825.0966010696202,0.47885863787388927
2022-09-26,EU,euro95,1715.7693692242908,901.2109588607808,814.55841036351,0.47474819458501966
2022-09-19,EU,euro95,1738.8785008827856,919.580898679969,819.2976022028166,0.47116437507674025
2022-09-12,EU,euro95,1766.3816944115144,942.029944208452,824.3517502030625,0.4666894775977071
2022-09-05,EU,euro95,1798.2805019994394,970.132737335948,828.1477646634913,0.46052201741758614
2022-08-29,EU,euro95,1769.4594204629843,1012.108728830894,757.3506916320903,0.4280124669001605
2022-08-22,EU,euro95,1754.73128993289,999.9027742113714,754.8285157215186,0.4301675818127043
2022-08-15,EU,euro95,1766.962193926674,1009.745697298628,757.216496628046,0.42854142506880893
2022-08-08,EU,euro95,1795.036193818635,1033.0048828623153,762.0313109563197,0.4245214183315309
2022-08-01,EU,euro95,1850.956683444257,1080.5575799903638,770.3991034538931,0.4162167112524404
2022-07-25,EU,euro95,1875.932116088661,1101.0695026181493,774.8626134705116,0.41305471921132664
2022-07-18,EU,euro95,1925.120233422007,1142.4438357214294,782.6763977005776,0.4065597483796258
2022-07-11,EU,euro95,1957.7413403423843,1169.8742855166809,787.8670548257035,0.4024367461576489
2022-07-04,EU,euro95,1991.8005363902137,1198.186865928008,793.6136704622056,0.3984403337396877
2022-06-27,EU,euro95,2013.382486463116,1215.979163591916,797.4033228712001,0.3960515839551126
2022-06-20,EU,euro95,2032.334861603369,1231.413157760073,800.921703843296,0.39408943819987674
2022-06-13,EU,euro95,2033.806973184547,1232.4253981092209,801.381575075326,0.3940303016173251
2022-06-06,EU,euro95,2007.8902882995176,1209.8484608777596,798.041827421758,0.39745290470906136
2022-05-30,EU,euro95,1988.013658170459,1125.652296210041,862.361361960418,0.4337804010632588
2022-05-23,EU,euro95,1959.9087313669988,1101.86423286156,858.0444985054389,0.4377981917081258
2022-05-16,EU,euro95,1918.1921671737248,1067.3245788996596,850.8675882740652,0.4435778660944791
2022-05-09,EU,euro95,1881.647667548792,1036.8784760025444,844.7691915462476,0.4489518447663063
2022-05-02,EU,euro95,1848.1156794468525,1007.7760361334216,840.3396433134309,0.4547007812654603
2022-04-25,EU,euro95,1829.7138751604384,983.205199261864,846.5086758985744,0.4626453826417796
2022-04-11,EU,euro95,1821.440059228412,976.0199859098708,845.4200733185413,0.46414926971391707
2022-04-04,EU,euro95,1850.203401180618,999.8501982291452,850.3532029514727,0.45959984854036096
2022-03-28,EU,euro95,1898.744504707102,1028.0004345561194,870.7440701509825,0.45858938261169707
2022-03-21,EU,euro95,1930.542415884107,1017.6416458704869,912.9007700136201,0.4728726820516658
2022-03-14,EU,euro95,1999.3510896914224,1070.9495643234638,928.4015253679586,0.46435142389686396
2022-03-07,EU,euro95,1844.5688661451936,940.1698438914838,904.3990222537099,0.4903037446055001
2022-02-28,EU,euro95,1735.443863712277,845.4364813769262,890.0073823353509,0.5128413548517448
2022-02-21,EU,euro95,1697.8264832719508,811.871167556916,885.9553157150348,0.5218173496785573
2022-02-14,EU,euro95,1687.823840954648,803.4760351695875,884.3478057850605,0.523957408543812
2022-02-07,EU,euro95,1673.18690423701,790.5889228885882,882.5979813484217,0.5274951525818302
2022-01-31,EU,euro95,1668.6774593980176,776.8382514282258,891.8392079697918,0.5344587133642511
2022-01-24,EU,euro95,1649.15447850228,760.6861511991202,888.4683273031598,0.5387417242501407
2022-01-17,EU,euro95,1633.7772871811485,747.2367738130383,886.5405133681102,0.5426324140530258
2022-01-10,EU,euro95,1624.4117825536648,739.5875021167559,884.8242804369089,0.5447044215881741
2022-01-03,EU,euro95,1614.6741585011707,732.753297263011,881.9208612381598,0.5461912278677992
2021-12-20,EU,euro95,1594.0000528454802,716.2687246711175,877.7313281743627,0.5506469881274518
2021-12-13,EU,euro95,1600.8780324934658,718.8630244283363,882.0150080651295,0.5509570311807808
2021-12-06,EU,euro95,1604.8395230554086,721.87129958399,882.9682234714186,0.5501909759739468
2021-11-29,EU,euro95,1631.7757223724552,745.2311540876065,886.5445682848488,0.5433005014904209
2021-11-22,EU,euro95,1645.8334127032442,756.3792006991399,889.4542120041043,0.5404278495860622
2021-11-15,EU,euro95,1653.9354551055671,762.1487803359912,891.7866747695759,0.5391907356582153
2021-11-08,EU,euro95,1653.7456522224995,761.302303792716,892.4433484297836,0.5396497020145827
2021-11-01,EU,euro95,1643.2855793913618,753.0180464601591,890.2675329312027,0.5417606921743565
2021-10-25,EU,euro95,1633.4538888890286,745.3287054825944,888.1251834064342,0.5437099813147958
2021-10-18,EU,euro95,1625.539311242593,738.3464019229406,887.1929093196524,0.5457837304724826
2021-10-11,EU,euro95,1603.3208406628046,720.0824751245384,883.2383655382662,0.5508806117515069
2021-10-04,EU,euro95,1575.2272991141488,696.5715598551428,878.6557392590059,0.5577961604354688
2021-09-27,EU,euro95,1554.2644391616598,679.7012951563902,874.5631440052696,0.5626861954565415
2021-09-20,EU,euro95,1554.348720459352,679.8011808982674,874.5475395610847,0.5626456457612885
2021-09-13,EU,euro95,1549.7388387900614,675.3510849819783,874.3877538080832,0.5642161968985369
2021-09-06,EU,euro95,1543.5978054797354,669.9862444798006,873.6115609999348,0.5659580221600695
2021-08-30,EU,euro95,1536.2694770633866,664.4858014953023,871.7836755680843,0.5674679400872549
2021-08-23,EU,euro95,1532.2889966406724,660.2417801338818,872.0472165067906,0.5691140629598145
2021-08-16,EU,euro95,1541.9873605031753,667.9272040375804,874.0601564655949,0.5668400266136909
2021-08-09,EU,euro95,1543.48336734111,669.1966256912232,874.2867416498867,0.5664374233950973
2021-08-02,EU,euro95,1542.2765635954609,668.171945268652,874.1046183268088,0.5667625631871344
2021-07-26,EU,euro95,1533.4805180537292,661.4746282449182,872.0058898088109,0.5686449091088213
2021-07-19,EU,euro95,1534.3236762912736,662.2138347404135,872.1098415508601,0.5684001720281738
2021-07-12,EU,euro95,1526.0677632697466,654.9607652463034,871.1069980234432,0.5708180324555266
2021-07-05,EU,euro95,1518.704562931582,648.1461662168056,870.5583967147763,0.5732243241794983
2021-06-28,EU,euro95,1508.731670967314,639.8994778899445,868.8321930773694,0.575869261444166
2021-06-21,EU,euro95,1489.864310202428,624.9057642069122,864.9585459955158,0.5805619612956524
2021-06-14,EU,euro95,1482.65481901594,618.3197175362616,864.3351014796783,0.5829644839743282
2021-06-07,EU,euro95,1471.3019992970585,608.4882545271398,862.8137447699187,0.5864287176814439
2021-05-31,EU,euro95,1471.203137977788,608.6759425242101,862.5271954535779,0.5862733521892476
2021-05-24,EU,euro95,1470.7085326972308,608.3342737291741,862.3742589680567,0.5863665300061126
2021-05-17,EU,euro95,1470.291578908939,608.5983364144054,861.6932424945337,0.5860696305789709
2021-05-10,EU,euro95,1468.9210551055053,607.7743673252949,861.1466877802104,0.5862443626818042
2021-05-03,EU,euro95,1455.1822965410777,596.6384137141802,858.5438828268975,0.5899906045226286
2021-04-26,EU,euro95,1452.6103059267443,594.5352590242512,858.0750469024931,0.5907124873074983
2021-04-19,EU,euro95,1451.601659783236,593.5339563084408,858.0677034747953,0.5911178853315229
2021-04-12,EU,euro95,1446.6838351300762,589.4799692596098,857.2038658704664,0.5925302025603904
2021-03-29,EU,euro95,1439.712160579722,584.5572030600358,855.1549575196861,0.5939763384198582
2021-03-22,EU,euro95,1441.8772994159292,585.9205150684434,855.9567843474858,0.5936405162174437
2021-03-15,EU,euro95,1440.6238625470082,585.0230323448989,855.6008302021094,0.5939099389131427
2021-03-08,EU,euro95,1419.3158678876157,567.6709836458335,851.6448842417822,0.6000390071797725
2021-03-01,EU,euro95,1402.416754242984,552.9433086326845,849.4734456102996,0.6057211189471564
2021-02-22,EU,euro95,1389.0591481966703,541.281666278004,847.7774819186664,0.6103249692565529
2021-02-15,EU,euro95,1368.842232427702,524.302498055025,844.5397343726769,0.6169737566285112
2021-02-08,EU,euro95,1359.0313865378398,516.441743538096,842.5896429997438,0.6199927767277384
2021-02-01,EU,euro95,1343.6477932364248,504.1747511189837,839.4730421174411,0.6247716450271649
2021-01-25,EU,euro95,1341.001054397802,502.0769591018761,838.9240952959258,0.6255954031838239
2021-01-18,EU,euro95,1334.7202248495823,497.25849473133457,837.4617301182477,0.6274436503819565
2021-01-11,EU,euro95,1317.4017492682494,482.7871956864458,834.6145535818036,0.6335307768077507
2020-12-21,EU,euro95,1276.8823181848925,454.643487477965,822.2388307069275,0.6439425301743957
2020-12-14,EU,euro95,1267.8521989110511,446.4444127519365,821.4077861591146,0.6478734562787489
2020-12-07,EU,euro95,1263.9885718683709,443.8706053085669,820.117966559804,0.6488333714501411
2020-11-30,EU,euro95,1262.513822575674,442.5410221977525,819.9728003779217,0.6494762954001425
2020-11-23,EU,euro95,1253.3890963131964,435.1983312488205,818.1907650643759,0.6527827371971382
2020-11-16,EU,euro95,1247.7932896621132,430.6341875511379,817.1591021109753,0.6548833920498576
2020-11-09,EU,euro95,1235.8697580427886,420.4833255812741,815.3864324615145,0.6597672830451151
2020-11-02,EU,euro95,1236.9679505367665,423.3179602986775,813.649990238089,0.6577777458866384
2020-10-26,EU,euro95,1252.8738815666302,436.5112039440028,816.3626776226274,0.6515920633622145
2020-10-19,EU,euro95,1262.3643833342032,444.4479662311575,817.9164171030457,0.6479241872641676
2020-10-12,EU,euro95,1269.3192456909594,449.6212530732687,819.6979926176907,0.6457776445132876
2020-10-05,EU,euro95,1266.0737124575865,447.1890362348578,818.8846762227287,0.6467906790617939
2020-09-28,EU,euro95,1263.4132829224634,445.43384711712855,817.9794358053348,0.6474361532065156
2020-09-21,EU,euro95,1267.3463079447072,447.72029186724745,819.6260160774598,0.6467261639059583
2020-09-14,EU,euro95,1266.8263758633816,446.73795263233103,820.0884232310506,0.6473566061269721
2020-09-07,EU,euro95,1274.1663179974323,452.6351133042564,821.5312046931759,0.6447597877052276
2020-08-31,EU,euro95,1278.546585311376,455.2008824033383,823.3457029080378,0.6439700456495459
