Date,EU_price_wo_tax_euro95,EU_price_wo_tax_diesel,EUR_price_wo_tax_euro95,EUR_price_wo_tax_diesel,AT_price_wo_tax_euro95,AT_price_wo_tax_diesel,BE_price_wo_tax_euro95,BE_price_wo_tax_diesel,BG_price_wo_tax_euro95,BG_price_wo_tax_diesel,CY_price_wo_tax_euro95,CY_price_wo_tax_diesel,CZ_price_wo_tax_euro95,CZ_price_wo_tax_diesel,DE_price_wo_tax_euro95,DE_price_wo_tax_diesel,DK_price_wo_tax_euro95,DK_price_wo_tax_diesel,EE_price_wo_tax_euro95,EE_price_wo_tax_diesel,ES_price_wo_tax_euro95,ES_price_wo_tax_diesel,FI_price_wo_tax_euro95,FI_price_wo_tax_diesel,FR_price_wo_tax_euro95,FR_price_wo_tax_diesel,GR_price_wo_tax_euro95,GR_price_wo_tax_diesel,HR_price_wo_tax_euro95,HR_price_wo_tax_diesel,HU_price_wo_tax_euro95,HU_price_wo_tax_diesel,IE_price_wo_tax_euro95,IE_price_wo_tax_diesel,IT_price_wo_tax_euro95,IT_price_wo_tax_diesel,LT_price_wo_tax_euro95,LT_price_wo_tax_diesel,LU_price_wo_tax_euro95,LU_price_wo_tax_diesel,LV_price_wo_tax_euro95,LV_price_wo_tax_diesel,MT_price_wo_tax_euro95,MT_price_wo_tax_diesel,NL_price_wo_tax_euro95,NL_price_wo_tax_diesel,PL_price_wo_tax_euro95,PL_price_wo_tax_diesel,PT_price_wo_tax_euro95,PT_price_wo_tax_diesel,RO_price_wo_tax_euro95,RO_price_wo_tax_diesel,SE_price_wo_tax_euro95,SE_price_wo_tax_diesel,SI_price_wo_tax_euro95,SI_price_wo_tax_diesel,SK_price_wo_tax_euro95,SK_price_wo_tax_diesel,UK_price_wo_tax_euro95,UK_price_wo_tax_diesel
2026-03-09,825.3757024693483,1005.9168565516009,835.7392895640552,1011.121134617568,809.41,1039.21,746.0727049586778,926.0975983471074,692.0660976840181,758.2887780805761,692.157142857143,817.8294117647059,701.3455882803557,915.4610211109122,940.9974789915966,1185.4470588235295,936.3120415484286,1127.18852064036,707.8196721311475,955.6065573770492,850.3122914958678,980.8894744958678,812.2474645816733,1116.5740734661354,845.5833333333333,1019.5583333333334,778.2083870967741,1038.5732258064518,686.8900000000001,829.0699999999999,771.9019093842696,870.7068932932552,711.7891056910569,804.889105691057,757.5590163934428,859.2639344262295,740.6859504132232,1017.5570247933883,770.2016393162394,1049.9299145299146,732.4267768595041,946.6954545454546,586.21,553.02,946.7355371900828,1305.9421487603304,794.3249324976518,1011.4141486179118,787.2746570373903,977.8252004467236,742.9265558869727,858.5416714287961,761.325915190051,1055.9446444434054,577.0919672131147,646.966393442623,655.2930894308943,798.0410569105691,,
2026-03-02,734.1382106433114,812.3581734914923,742.1521611792379,817.9149675852318,648.58,760.87,673.3371677685951,789.4364413223141,661.3160976840182,707.3721114139096,667.5100840336133,780.6445378151261,621.472350445363,730.1796228594075,783.8546218487395,890.489075630252,850.5996359353251,870.1413427561838,616.8360655737705,742.4918032786885,755.8670814958679,812.0071594958678,815.3151936653385,1043.9844320318725,775.175,809.95,701.5954838709678,845.0248387096774,670.8900000000001,805.0699999999999,728.0150305838873,806.78821654971,705.5289430894309,797.6533333333334,696.2721311475411,737.5016393442623,653.6280991735538,802.2099173553718,698.4067675213676,787.536752136752,663.6912396694215,744.7615702479338,586.21,553.02,862.3388429752067,1003.1652892561983,689.0676317661082,760.6779233538215,727.9250635414553,790.2626801215204,695.9476635901905,799.5561515255275,701.9424729174449,893.0892790437057,569.9280327868852,645.6795081967213,644.7239837398374,784.219918699187,,
2026-02-23,712.5151680033002,781.0404423340127,714.2179965811738,783.7597393289172,643.58,745.87,642.5933661157026,744.6099950413225,651.9827643506849,692.7054447472428,662.8378151260504,771.1823529411765,603.6404851205211,715.271975306578,730.0731092436974,824.1025210084033,839.9480637691247,859.4910784799282,597.983606557377,712.1639344262295,743.1892784958678,797.1755044958678,642.1641614306407,874.2705602462872,735.0249999999999,767.2666666666667,686.2729032258063,824.0570967741937,664.49,789.0699999999999,724.7263154342058,797.6776624898619,704.7159349593494,796.5151219512195,683.2967213114754,722.0426229508196,642.5537190082645,780.796694214876,676.1845452991453,787.536752136752,648.6829752066117,727.9599173553719,586.21,553.02,855.7190082644629,989.9669421487603,687.8650944071915,755.9494265037077,714.1039253300733,765.8724362190812,677.3590623631378,778.3160855026285,743.1892784958678,797.1755044958678,564.698524590164,644.9254098360657,644.7239837398374,785.0329268292683,,
2026-02-16,706.3889795746946,778.9158328352994,710.8193523793578,781.8564712230855,617.75,722.54,655.1718785123968,792.4860280991735,653.0660976840181,689.7887780805761,662.6193277310924,769.8966386554623,599.6445385013452,711.4510453477435,717.47,805.62,818.53,816.66,608.639344262295,751.5081967213115,737.9065794958678,792.0483884958678,774.6075480572947,1018.8051491633468,762.7916666666665,783.0083333333332,683.0470967741936,822.4441935483871,654.8900000000001,789.87,738.6178596061894,798.1027252859567,703.9842276422764,794.889105691057,678.1901639344262,716.8459016393442,627.9586776859503,766.499173553719,676.1845452991453,755.0581196581196,645.7904132231406,723.4144628099173,586.21,553.02,837.8677685950413,951.8429752066116,675.991965359861,744.8312737605222,712.4779090699107,751.238289877618,666.6914283730878,768.5751076079963,686.5590132291323,850.8074007815075,560.2559016393442,635.294262295082,644.7239837398374,785.0329268292683,,
2026-02-09,699.4679553962716,775.4497220529482,704.0086410965671,778.8378792704139,623.58,731.71,634.7586553719009,748.0480115702479,653.0660976840181,689.7887780805761,663.1151260504201,759.3756302521009,603.6535361915355,715.0396705817955,713.27,808.14,829.406094360842,827.5317303057892,595.5245901639344,731.016393442623,732.7979124958678,787.9914714958678,695.2608655233626,951.0543342412191,753.5749999999999,784.6416666666667,679.0148387096773,820.8312903225808,654.8900000000001,789.0699999999999,734.119495755008,795.2986608508485,704.1468292682928,793.669593495935,675.3622950819673,713.1901639344262,636.5702479338843,779.0198347107438,676.1845452991453,755.0581196581196,641.7904132231405,721.6210743801652,586.21,553.02,826.6611570247933,943.4297520661157,665.6202289027868,739.1386154220826,704.3478277690976,754.4903223979431,662.6553167373265,764.3056450648306,663.217689310361,826.0269470916859,556.632950819672,627.0237704918032,644.7239837398374,784.219918699187,,
2026-02-02,698.2976291091238,789.2578084955136,702.9239617425151,795.8394499669257,621.08,724.21,638.7008041322315,751.9984247933884,653.0660976840181,689.7887780805761,663.4764705882353,751.5268907563025,601.1278841037027,706.53421310787,709.91,907.14,807.9956085739916,848.9643999946446,575.032786885246,716.2622950819672,727.5794904958678,780.8510394958678,779.6127859050757,1018.219665012988,747.7583333333332,777.2166666666667,675.7890322580646,814.379677419355,653.29,772.27,726.516010694243,788.2063662985342,702.358211382114,788.3037398373986,672.6327868852459,705.6737704918032,625.0495867768594,766.6396694214876,655.6717247863248,742.2376068376068,634.0796694214876,711.1582644628099,586.21,553.02,827.0247933884298,944.2561983471074,663.5248742843798,735.8447987152276,697.0307545983659,753.6773142678618,661.5741401455687,762.320325778118,680.9836220323783,850.1817152027187,543.51,609.7532786885246,643.9109756097562,769.5857723577236,,
2026-01-26,692.5524803361191,783.3846447567222,696.7922316461068,789.3387949030015,619.41,715.04,619.6181595041323,740.2959454545455,652.2327643506849,688.0387780805761,665.7705882352941,748.2663865546219,595.0713117053024,698.326830520067,704.02,902.99,808.1362650312005,827.6868689573903,570.9344262295083,711.344262295082,722.7567744958678,774.3029244958678,733.0309971181912,962.1252022841992,746.1916666666667,774.5833333333334,673.3696774193548,808.7345161290323,645.29,759.47,727.5738337430516,787.0416698714112,696.7484552845528,782.2061788617887,667.2229508196722,698.7967213114755,620.00826446281,755.8132231404959,655.6717247863248,742.2376068376068,615.9585950413223,691.097520661157,586.21,553.02,827.2066115702478,942.9834710743803,659.1323461725563,735.5363080523023,697.0307545983659,743.9212167068862,656.7612029970333,748.3208943424956,671.8675010586741,856.8013927445537,534.4526229508197,596.9172131147542,628.4638211382114,752.5126016260162,,
2026-01-19,689.9530933032612,756.6969935927542,694.4498699799858,757.2857869461618,598.58,696.71,614.0479115702481,708.1058628099174,650.8160976840181,684.9554447472428,668.5689075630252,750.1235294117648,590.2371142088198,690.6389392635134,704.0226890756303,791.3294117647058,797.0073744930872,816.5477735990471,591.4262295081967,708.0655737704918,717.4314814958678,767.5796844958678,767.1943437317395,1000.2062115803454,747.1583333333333,758.8416666666666,668.5309677419353,801.4764516129032,622.8900000000001,735.47,718.6973147814027,774.7471600140049,691.4639024390244,778.628943089431,660.0180327868853,688.3377049180328,612.87,729.93,655.6717247863248,742.2376068376068,614.1734710743804,680.4942148760331,586.21,553.02,833.3471074380166,953.793388429752,662.429013112659,740.2375913045428,695.4047383382033,730.100078495504,650.8754617517027,736.2333233787566,658.5274930102516,833.9981360671014,533.1001639344263,598.9172131147541,627.6508130081302,732.1873983739838,,
2026-01-12,684.3706855394006,748.978185301775,686.7419527116093,747.9631391008393,596.91,688.37,609.6264239669422,717.4529702479339,648.6494310173515,700.5387780805761,673.2327731092438,753.863025210084,591.2044447348076,691.4103757662866,700.661344537815,781.2453781512604,786.2476914429485,795.0804314659672,578.311475409836,669.5409836065573,714.4508154958678,764.4877084958678,611.1637992430276,826.1517627091633,733.9749999999999,744.625,663.6922580645161,797.4441935483871,615.69,736.27,701.3805901267907,756.1771796178125,688.9435772357724,777.328130081301,660.9442622950819,688.0590163934426,604.2066115702479,716.9289256198347,636.0136051282052,710.6136752136752,614.7189256198346,681.8661157024792,586.21,553.02,818.6446280991736,937.9586776859503,673.7127971200327,749.5196569350288,692.1527058178781,714.6529240239593,638.4955208988991,723.7785509810763,660.1001794258374,822.144138755981,532.1575409836066,603.4581967213114,617.0817073170732,720.8052845528455,,
2026-01-05,685.4527373888855,743.505403840819,688.7676848526743,740.9678144689954,611.08,703.37,596.7008041322315,707.1471851239669,651.1494310173515,702.9554447472428,679.0647058823529,766.6025210084033,598.5664000655828,698.986710935085,693.0983193277311,775.3630252100841,797.242117946315,806.0780507396747,593.8852459016393,681.8360655737705,715.7128099173553,765.9299595041322,730.7783143010752,970.5132955399718,711.9583333333333,717.0500000000001,666.918064516129,799.8635483870969,619.69,732.27,711.6834883965636,762.5307862012654,692.1143089430893,781.2305691056912,683.4114754098362,674.7803278688525,608.4462809917355,711.3256198347107,636.0136051282052,722.5794871794872,620.2313223140496,688.4776859504132,586.21,553.02,787.6363636363635,891.404958677686,664.9684017195003,751.2203922840578,689.71,712.21,630.2697163323628,715.4802527147949,655.2702326874942,809.6412348196903,556.6575409836066,623.5975409836067,625.2117886178862,731.3743902439024,,
2025-12-29,672.1630674265882,734.9192825464993,673.66534347496,731.0768020008778,603.58,700.87,596.7008041322315,707.1471851239669,650.0323823158469,702.4832123257321,683.173949579832,779.6025210084034,602.7771944257337,701.8207277669408,652.0327731092436,731.355462184874,797.27,795.4,626.1666666666667,707.8333333333334,717.610029752066,767.9102677685951,734.7708607331379,935.0469561290324,697.55,690.8583333333332,670.1438709677419,803.895806451613,588.49,689.87,703.09,751.28,701.8704065040649,793.4256910569106,662.7393442622952,702.5180327868852,641.1983471074379,735.6892561983472,630.6635897435897,720.9542735042735,634.0577685950414,703.6305785123966,586.21,553.02,764.6933884297521,861.2871900826447,674.2950318642347,762.6426501649875,694.0954471544715,712.260406504065,634.6922510786205,719.3825798873469,623.1139053254439,776.405325443787,574.7395081967213,638.2450819672131,624.3987804878049,730.5613821138211,,
2025-12-22,672.9453755780341,733.898270584426,674.4199651214204,728.9879884670072,611.91,705.87,619.7917132231406,725.3951190082646,651.7793230391655,699.0319391894197,686.8882352941177,796.5773109243698,604.325250108743,702.870133753806,640.2680672268907,720.4310924369748,786.4160843841191,784.5420715872889,645.3333333333334,732.8333333333334,727.1130975206611,778.0395801652892,740.4893358064514,948.3534077419355,668.3333333333334,665.6916666666665,676.5954838709678,809.5409677419354,631.69,713.87,702.4239257465009,755.9712654705468,708.5370731707317,801.3931707317074,671.8622950819672,713.9524590163935,623.4380165289256,717.4743801652892,630.6635897435897,720.9542735042735,635.9338016528927,705.886776859504,586.21,553.02,757.3545454545456,851.4194214876032,680.4768660481188,769.8442336780755,691.6564227642277,711.4473983739838,637.8101772441395,722.7370997712978,614.0383198231393,774.1341193809875,582.5755737704918,649.5319672131147,628.4638211382114,737.0654471544715,,
2025-12-15,688.3475332506298,756.5167216056373,689.3409613405333,752.4078338881327,623.58,720.04,653.9404735537191,765.3124743801653,654.0375634863825,714.2004976650647,688.7705882352942,812.7453781512606,624.5742181003267,729.020239924168,647.8310924369748,728.8344537815126,797.1460698222318,795.272006853716,645.3333333333334,732.8333333333334,742.3544669421486,795.9429371900826,625.1667551612902,822.5469561290322,731.4166666666665,724.8083333333333,697.5632258064517,831.3151612903227,658.09,740.27,727.0356349270357,778.2706254984485,716.0167479674797,809.5232520325203,686.6,732.4688524590165,635.2479338842976,732.3752066115703,679.3815384615384,754.2876068376069,653.7023966942149,723.6553719008264,586.21,553.02,789.8669421487602,893.4111570247933,697.114403903995,784.5732409363471,714.4206504065041,733.398617886179,660.4471725261986,743.0302824755707,629.7466904860062,810.443864229765,601.7708196721312,689.3695081967213,651.2280487804878,756.5776422764228,,
2025-12-08,700.1001131609506,773.0047507579394,700.6473644682775,770.0792623568136,625.25,729.21,687.651217355372,781.4612347107438,654.0375634863825,714.2004976650647,688.8378151260505,827.3588235294117,639.8113626487692,748.3411818713074,660.4361344537815,747.3218487394959,818.7392887746358,827.5760497000857,649.5,744.5,749.5987314049587,808.8493231404959,622.7474003225807,831.4179238709678,743.6833333333332,751.0666666666666,705.6277419354839,847.4441935483871,664.49,753.87,735.4699685611849,789.5361282389347,718.0492682926829,811.3931707317074,694.9934426229509,748.1327868852459,657.8677685950413,765.0446280991736,679.3815384615384,754.2876068376069,672.9833884297522,742.9446280991735,586.21,553.02,807.5363636363634,917.7995867768595,705.4849657836908,795.9477513855708,731.4938211382114,755.349837398374,677.9148539319166,762.6333355688886,656.0664870542034,807.9273026165578,603.5577049180328,695.3613114754098,665.0491869918699,774.4638211382114,,
2025-12-01,707.7573991210597,790.3207369513796,708.0845393247397,788.4843828494131,641.08,764.21,695.345432231405,814.2380942148761,656.5940621058733,719.6969696969699,688.1907563025211,828.7117647058824,652.5716351988669,771.2325194871596,671.3605042016807,764.9689075630253,829.4616198267436,816.8757615113741,695.3333333333334,800.3333333333334,754.0879239669421,820.510479338843,623.6434576702509,824.1598593548389,743.8916666666667,775.1833333333333,707.2406451612902,860.3474193548388,666.09,801.07,745.8546261347471,805.41851333695,717.480162601626,807.8972357723578,702.3131147540985,762.1655737704917,661.297520661157,779.3421487603306,700.7490598290598,792.7491452991453,691.9916528925621,762.2256198347106,586.21,553.02,814.0652892561982,935.4028925619834,712.3358452021369,807.0439761003516,738.810894308943,775.6750406504066,682.6057884688515,785.0909240292284,665.9855878865276,825.9782906138832,604.9675409836066,700.6481967213115,675.6182926829268,804.5451219512195,,
2025-11-24,716.2934044080375,805.9328815067029,716.3007213202134,802.9967502438433,668.58,786.71,706.7917132231406,824.8827223140495,655.2305961754781,717.5239458704025,687.7033613445377,823.989075630252,662.0939534250725,776.6078327917498,678.9235294117648,785.1369747899159,850.8387891446092,891.8075805652622,695.3333333333334,800.3333333333334,758.0633950413222,824.503938016529,623.6638226099708,808.760473794163,759.4379958333334,804.9039166666664,708.8535483870968,867.6054838709679,670.09,792.27,756.5744390310243,835.0614555871313,712.439512195122,769.5232520325203,705.2147540983608,763.1983606557378,670.0495867768595,784.4082644628098,729.8088888888889,856.8517094017094,703.1486776859505,773.1099173553719,586.21,553.02,828.7016528925619,967.8078512396695,720.3162317100788,814.0303026594493,766.4530081300813,822.829268292683,685.549454065941,796.2032169646463,679.3748864255862,896.9652916590951,604.9429508196722,700.9760655737705,704.8865853658536,825.6833333333334,,
2025-11-17,716.4111742407929,789.3267250465605,714.4204914481163,787.2589740614491,665.2478666666668,770.039,692.3289033057852,808.1554495867769,648.5836997648021,709.93966663258,684.6529411764707,810.1991596638654,655.1866693520727,759.7499563165574,686.4865546218489,769.1705882352942,872.353815460011,870.4792255265588,687.0,783.6666666666666,754.82390661157,813.9734933884299,606.4647582334865,786.1833197653958,755.3655841666667,789.0621083333333,703.2083870967741,856.3151612903227,656.49,788.27,758.5549328317837,823.12205543537,710.000487804878,762.2874796747968,696.0508196721312,746.9360655737705,662.2231404958677,740.8876033057852,752.885811965812,805.5696581196581,672.1569421487604,741.2917355371901,586.21,553.02,832.3132231404959,946.2128099173553,727.466918494064,790.0277388825181,773.770081300813,804.130081300813,685.5514301877224,796.1773608338591,698.7914443380308,861.2578100059288,590.3013114754099,663.1659016393442,691.878455284553,823.2443089430894,,
