Date,country,fuel_type,price_type,price_per_1000l
2018-09-10,EU,euro95,with_tax,1478.7340884367609
2018-09-03,EU,euro95,with_tax,1469.15831230703
2018-08-27,EU,euro95,with_tax,1464.10715203466
2018-08-20,EU,euro95,with_tax,1461.4648070820804
2018-08-13,EU,euro95,with_tax,1461.031616779725
2018-08-06,EU,euro95,with_tax,1462.3883709063389
2018-07-30,EU,euro95,with_tax,1455.0754927907503
2018-07-23,EU,euro95,with_tax,1446.8677491903525
2018-07-16,EU,euro95,with_tax,1455.0401966279176
2018-07-09,EU,euro95,with_tax,1454.2305832261763
2018-07-02,EU,euro95,with_tax,1448.7342102027126
2018-06-25,EU,euro95,with_tax,1447.8055899489125
2018-06-18,EU,euro95,with_tax,1457.4381745768796
2018-06-11,EU,euro95,with_tax,1462.9788833098637
2018-06-04,EU,euro95,with_tax,1472.1715728254433
2018-05-28,EU,euro95,with_tax,1469.8591985489484
2018-05-21,EU,euro95,with_tax,1457.3127448390185
2018-05-14,EU,euro95,with_tax,1434.0554340583371
2018-05-07,EU,euro95,with_tax,1415.7940570784558
2018-04-30,EU,euro95,with_tax,1408.366032161301
2018-04-23,EU,euro95,with_tax,1397.388783630776
2018-04-16,EU,euro95,with_tax,1392.9124021692417
2018-04-09,EU,euro95,with_tax,1379.581083588278
2018-03-26,EU,euro95,with_tax,1355.1458545387584
2018-03-19,EU,euro95,with_tax,1348.555329992515
2018-03-12,EU,euro95,with_tax,1345.5543088279571
2018-03-05,EU,euro95,with_tax,1352.67632466295
2018-02-26,EU,euro95,with_tax,1357.7994177615533
2018-02-19,EU,euro95,with_tax,1358.9593856749848
2018-02-12,EU,euro95,with_tax,1374.169213899077
2018-02-05,EU,euro95,with_tax,1384.7558931420292
2018-01-29,EU,euro95,with_tax,1387.1084147317672
2018-01-22,EU,euro95,with_tax,1380.3104733392252
2018-01-15,EU,euro95,with_tax,1376.498874214626
2018-01-08,EU,euro95,with_tax,1378.1031838557233
2018-01-01,EU,euro95,with_tax,1371.3891837148196
2017-12-18,EU,euro95,with_tax,1360.8506342961311
2017-12-11,EU,euro95,with_tax,1356.258871638494
2017-12-04,EU,euro95,with_tax,1363.791773907123
2017-11-27,EU,euro95,with_tax,1363.303676600951
2017-11-20,EU,euro95,with_tax,1364.0545708280276
2017-11-13,EU,euro95,with_tax,1362.6615091705332
2017-11-06,EU,euro95,with_tax,1361.0998660236248
2017-10-30,EU,euro95,with_tax,1346.1787548655336
2017-10-23,EU,euro95,with_tax,1336.800507723881
2017-10-16,EU,euro95,with_tax,1337.9801176363978
2017-10-09,EU,euro95,with_tax,1339.5222334959517
2017-10-02,EU,euro95,with_tax,1346.3861904446517
2017-09-25,EU,euro95,with_tax,1351.6136297552212
2017-09-18,EU,euro95,with_tax,1353.5082069088055
2017-09-11,EU,euro95,with_tax,1351.632663688224
2017-09-04,EU,euro95,with_tax,1337.1421886403584
2017-08-28,EU,euro95,with_tax,1318.1891653559642
2017-08-21,EU,euro95,with_tax,1316.1350660877763
2017-08-14,EU,euro95,with_tax,1318.6932002879737
2017-08-07,EU,euro95,with_tax,1316.7187610557412
2017-07-31,EU,euro95,with_tax,1312.2037767559425
2017-07-24,EU,euro95,with_tax,1310.2470493960654
2017-07-17,EU,euro95,with_tax,1312.9408484425585
2017-07-10,EU,euro95,with_tax,1309.034036054332
2017-07-03,EU,euro95,with_tax,1309.3825622577658
2017-06-26,EU,euro95,with_tax,1311.915467823502
2017-06-19,EU,euro95,with_tax,1322.5277219032566
2017-06-12,EU,euro95,with_tax,1329.2245363195402
2017-06-05,EU,euro95,with_tax,1343.7215371450425
2017-05-29,EU,euro95,with_tax,1347.8753240482747
2017-05-22,EU,euro95,with_tax,1348.5126608493806
2017-05-15,EU,euro95,with_tax,1351.2432323321625
2017-05-08,EU,euro95,with_tax,1358.6065584677992
2017-05-01,EU,euro95,with_tax,1376.0650340205425
2017-04-24,EU,euro95,with_tax,1385.566534512359
2017-04-10,EU,euro95,with_tax,1373.2121755801325
2017-04-03,EU,euro95,with_tax,1358.4150975802108
2017-03-27,EU,euro95,with_tax,1347.1669585761197
2017-03-20,EU,euro95,with_tax,1353.397386471239
2017-03-13,EU,euro95,with_tax,1367.1787372339004
2017-03-06,EU,euro95,with_tax,1379.9462251708944
2017-02-27,EU,euro95,with_tax,1389.2025415682212
2017-02-20,EU,euro95,with_tax,1390.7066918336416
2017-02-13,EU,euro95,with_tax,1388.5348765579304
2017-02-06,EU,euro95,with_tax,1382.3302022362363
2017-01-30,EU,euro95,with_tax,1382.0054472831628
2017-01-23,EU,euro95,with_tax,1375.3798184829154
2017-01-16,EU,euro95,with_tax,1370.4172890045731
2017-01-09,EU,euro95,with_tax,1374.5280557672295
2017-01-02,EU,euro95,with_tax,1368.535065601509
2016-12-19,EU,euro95,with_tax,1353.0623294285003
2016-12-12,EU,euro95,with_tax,1340.2621022658238
2016-12-05,EU,euro95,with_tax,1326.7395012660163
2016-11-28,EU,euro95,with_tax,1310.9702900658956
2016-11-21,EU,euro95,with_tax,1300.883252598635
2016-11-14,EU,euro95,with_tax,1306.3953748922852
